AInvs.ArchVSpace_AI                                   34.900   243.062     5.753
AInvs.ArchArch_AI                                     32.138   123.554     4.078
AInvs.DetSchedSchedule_AI                             31.645   122.351     3.737
AInvs.ArchEmptyFail_AI                                25.561   151.403     5.743
AInvs.InvariantsPre_AI                                25.466    27.333     0.972
AInvs.ArchDetSchedSchedule_AI                         23.856    90.846     3.035
AInvs.CSpace_AI                                       22.530   105.762     1.928
AInvs.Deterministic_AI                                20.483   131.104     4.038
AInvs.Untyped_AI                                      19.752    99.522    21.597
AInvs.ArchDetype_AI                                   19.727   124.084     5.711
AInvs.CSpaceInv_AI                                    17.879    68.991    19.804
AInvs.ArchDeterministic_AI                            17.820   108.173     3.712
AInvs.ArchCNodeInv_AI                                 16.152    46.650     2.227
AInvs.ArchVSpaceEntries_AI                            15.767    87.727     3.077
AInvs.ArchBCorres2_AI                                 15.407   103.432     2.639
AInvs.ArchDetSchedDomainTime_AI                       15.202    89.168     3.592
AInvs.DetSchedDomainTime_AI                           15.015    90.554     2.031
AInvs.Detype_AI                                       14.902    79.050     3.200
AInvs.CNodeInv_AI                                     13.988    56.181     2.187
AInvs.Syscall_AI                                      13.804    89.396     2.303
AInvs.ArchADT_AI                                      13.494    36.871     7.966
AInvs.ArchTcb_AI                                      12.713    83.781     4.123
AInvs.Finalise_AI                                     12.129    62.940     2.143
AInvs.DetSchedAux_AI                                  12.121    70.864     3.377
Lib.HaskellLib_H                                      12.114    47.808     1.621
AInvs.ArchKHeap_AI                                    11.857    25.001     1.041
Monads.WPI                                            11.767    39.828     1.237
AInvs.Machine_AI                                      11.395    55.755     1.591
AInvs.KHeap_AI                                        11.172    33.291     0.646
AInvs.Tcb_AI                                          10.633    32.150     1.002
AInvs.ArchCSpace_AI                                   10.023    73.258     1.883
AInvs.CSpaceInvPre_AI                                  9.474    38.025     1.120
AInvs.IpcCancel_AI                                     9.407    67.683     2.037
AInvs.Interrupt_AI                                     9.405    41.049     1.938
AInvs.ArchUntyped_AI                                   9.258    38.992    15.633
AInvs.Retype_AI                                        9.233    66.548     1.905
Lib.Crunch_Instances_NonDet                            9.201    27.181     0.629
AInvs.ArchCSpacePre_AI                                 9.197    24.376     9.042
AInvs.ArchDetSchedAux_AI                               8.885    52.873     2.779
AInvs.ArchCSpaceInv_AI                                 8.581    39.877     2.036
AInvs.EmptyFail_AI                                     8.079    53.571     1.873
AInvs.ArchIpc_AI                                       7.992    24.739     1.448
AInvs.TcbAcc_AI                                        7.652    56.679     1.054
AInvs.ArchBits_AI                                      7.041    18.513     7.459
AInvs.Schedule_AI                                      6.290    46.018     1.238
AInvs.VSpace_AI                                        6.032    44.069     0.839
Monads.Nondet_While_Loop_Rules_Completeness            5.930    14.285     0.000
AInvs.ArchAcc_AI                                       5.910    32.507     0.841
AInvs.ADT_AI                                           5.759    42.600     1.083
AInvs.VSpacePre_AI                                     5.668    41.464     1.147
AInvs.ArchKernelInit_AI                                5.328    26.546     1.322
AInvs.ArchSyscall_AI                                   5.272    33.862     1.142
AInvs.LevityCatch_AI                                   4.758    24.314     0.439
AInvs.CSpacePre_AI                                     4.725    12.027     0.790
AInvs.ArchAInvsPre                                     4.198    19.610     0.965
Monads.Nondet_More_VCG                                 4.164    16.867     0.608
AInvs.ArchSchedule_AI                                  4.149    29.230     0.777
AInvs.ArchInterrupt_AI                                 3.948    11.645     0.880
AInvs.ArchIpcCancel_AI                                 3.931    28.424     0.877
AInvs.ArchTcbAcc_AI                                    3.703    27.217     0.739
AInvs.ArchInterruptAcc_AI                              3.692    26.438     0.988
AInvs.ArchCSpaceInvPre_AI                              3.644     5.135     0.310
Lib.Monad_Lists                                        3.613    14.145     0.608
Lib.Crunch                                             3.456    15.963     0.608
Lib.Corres_UL                                          3.418    25.362     0.489
Monads.Nondet_Total                                    3.105    11.556     0.000
AInvs.BCorres_AI                                       3.058    22.751     0.540
AInvs.ArchBCorres_AI                                   3.038    21.333     0.370
Lib.More_Numeral_Type                                  3.009    13.132     0.608
Monads.Nondet_While_Loop_Rules                         2.976    13.609     0.608
Lib.Simulation                                         2.924    11.138     0.000
AInvs.ArchCrunchSetup_AI                               2.679    18.708     0.992
Lib.NonDetMonadLemmaBucket                             2.493    15.191     1.158
Monads.Nondet_No_Throw                                 2.235     5.912     0.000
AInvs.BCorres2_AI                                      2.219    14.326     0.317
AInvs.ArchLevityCatch_AI                               2.160    15.715     0.384
Monads.Nondet_Monad_Equations                          2.029     9.432     0.608
Monads.Nondet_Sat                                      1.670     6.223     0.000
Monads.Nondet_MonadEq_Lemmas                           1.592     6.201     0.000
AInvs.DetSchedInvs_AI                                  1.591    10.088     0.252
Lib.MonadicRewrite                                     1.524    10.432     0.383
AInvs.Include_AI                                       1.510    11.316     0.391
Eisbach_Tools.ProvePart                                1.273     4.564     0.000
Monads.WPEx                                            1.254     4.914     0.000
Lib.ListLibLemmas                                      1.168     4.745     0.000
Lib.ExtraCorres                                        1.148     8.286     0.309
Monads.Eisbach_WP                                      1.107     7.950     0.529
Lib.LemmaBucket                                        1.090     7.537     0.383
Lib.CutMon                                             0.973     3.727     0.000
Lib.Oblivious                                          0.948     3.866     0.000
Monads.Nondet_MonadEq                                  0.921     3.862     0.000
AInvs.AInvsPre                                         0.832     4.038     0.000
AInvs.Arch_AI                                          0.765     3.284     0.254
Monads.Nondet_Det                                      0.741     2.312     0.000
Lib.Injection_Handler                                  0.714     2.767     0.000
Lib.SubMonadLib                                        0.710     4.942     0.309
Monads.WPBang                                          0.688     2.842     0.000
Lib.SplitRule                                          0.658     1.990     0.000
Monads.Nondet_Strengthen_Setup                         0.639     2.659     0.000
Lib.BCorres_UL                                         0.613     4.906     0.000
Lib.HaskellLemmaBucket                                 0.566     3.397     0.000
Eisbach_Tools.Conjuncts                                0.565     1.714     0.000
Lib.Rules_Tac                                          0.484     1.515     0.000
AInvs.Rights_AI                                        0.401     1.288     0.000
Lib.Monad_Commute                                      0.287     2.287     0.000
AInvs.KHeapPre_AI                                      0.260     1.925     0.000
Lib.SpecValid_R                                        0.245     1.941     0.000
AInvs.VSpaceEntries_AI                                 0.231     1.763     0.000
AInvs.InterruptAcc_AI                                  0.213     1.572     0.000
AInvs.Bits_AI                                          0.181     0.474     0.000
Lib.DetWPLib                                           0.154     0.945     0.000
AInvs.SubMonad_AI                                      0.137     0.869     0.152
AInvs.AInvs                                            0.119     0.931     0.000
AInvs.KernelInit_AI                                    0.051     0.348     0.000
--------------------------------------------------------------------------------
TOTAL                                               1057.151  4953.016   278.733

--- Access  (28 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
Access.ArchRetype_AC                                  67.310   296.887     2.519
Access.ArchCNode_AC                                   35.290    91.457     3.045
Access.ExampleSystem                                  31.157   149.388     1.368
Access.ArchAccess                                     26.556    42.129     1.958
Access.ArchArch_AC                                    17.671   103.898     3.284
Access.ArchIpc_AC                                     16.030   116.620     4.002
Access.ArchInterrupt_AC                               15.974   116.895     4.498
Access.ArchAccess_AC                                  13.178    44.267     1.578
Access.Syscall_AC                                     12.024    88.877     0.886
Access.ArchDomainSepInv                               10.168    73.898     1.840
Access.Types                                          10.062    28.556     0.132
Access.ArchFinalise_AC                                 8.376    62.185     1.307
Access.ArchSyscall_AC                                  8.362    60.604     1.042
Access.Ipc_AC                                          7.611    56.142     1.948
Access.Access                                          6.786     9.995     0.579
Access.ArchADT_AC                                      4.854    34.937     0.930
Access.CNode_AC                                        4.828     9.849     0.000
Access.ArchTcb_AC                                      4.617    34.247     1.109
Access.DomainSepInv                                    4.567    32.594     0.922
Access.Finalise_AC                                     4.237    31.821     0.303
Access.ArchTypes                                       2.215     9.957     0.000
Access.Access_AC                                       1.850    11.779     0.386
Access.Tcb_AC                                          1.485    10.899     0.335
Access.Retype_AC                                       1.464     3.198     0.473
Access.Deterministic_AC                                1.062     3.079     0.000
Access.Arch_AC                                         0.624     3.232     0.000
Access.Interrupt_AC                                    0.420     3.040     0.000
Access.ADT_AC                                          0.264     1.576     0.136
--------------------------------------------------------------------------------
TOTAL                                                319.042  1532.006    34.580

--- BaseRefine  (63 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
ExecSpec.Hardware_H                                   28.809    32.455     0.463
ExecSpec.Structures_H                                 23.702    39.400     0.955
ExecSpec.ArchRetypeDecls_H                            22.342    26.641     0.611
ExecSpec.Invocations_H                                20.877    33.821     1.671
ExecSpec.ArchObjInsts_H                               15.614    21.149     1.151
ExecSpec.ArchTypes_H                                  13.926    16.194     0.577
ExecSpec.Types_H                                      10.669    15.574     0.507
ExecSpec.Thread_H                                      8.618     9.520     0.521
ExecSpec.KernelInit_H                                  8.199    11.941     0.473
ExecSpec.TCB_H                                         7.012     7.057     0.000
ExecSpec.Fault_H                                       6.897    17.589     1.263
ExecSpec.ArchStructures_H                              6.642    16.454     0.649
ExecSpec.Interrupt_H                                   6.491    11.130     0.722
ExecSpec.KernelStateData_H                             5.998     6.743     0.632
ExecSpec.ArchVSpace_H                                  5.908     8.664     0.484
ExecSpec.State_H                                       5.198     5.230     0.000
ExecSpec.FaultHandler_H                                4.684    11.149     0.722
BaseRefine.Include                                     4.358     4.370     0.000
ExecSpec.Intermediate_H                                4.302     4.324     0.000
ExecSpec.Notification_H                                3.903     8.020     0.494
ExecSpec.ArchStateData_H                               3.882     9.660     0.614
ExecSpec.Untyped_H                                     3.841    11.487     0.709
ExecSpec.VSpace_H                                      3.629     3.641     0.000
ExecSpec.TCBDecls_H                                    3.589     3.987     0.000
ExecSpec.PSpaceStorable_H                              3.482     8.298     0.000
ExecSpec.CNode_H                                       3.446     8.872     0.644
ExecSpec.Hypervisor_H                                  3.412     9.299     0.709
ExecSpec.ObjectInstances_H                             3.187     4.721     0.642
ExecSpec.PSpaceFuns_H                                  3.153     6.665     0.598
ExecSpec.Retype_H                                      3.145     3.169     0.000
ExecSpec.ArchVSpaceDecls_H                             3.133     7.363     0.661
ExecSpec.ArchThread_H                                  3.068     8.484     0.644
ExecSpec.ArchRetype_H                                  2.545     6.614     0.625
ExecSpec.Delete_H                                      2.400     5.505     0.000
ExecSpec.ArchIntermediate_H                            2.368     2.875     0.680
ExecSpec.ArchInterrupt_H                               2.307     7.090     0.709
ExecSpec.FaultMonad_H                                  2.190     5.159     0.000
ExecSpec.ArchTCB_H                                     2.178     6.683     0.644
ExecSpec.ArchHypervisor_H                              2.145     6.233     0.000
ExecSpec.ArchFaultHandler_H                            2.066     4.336     0.494
ExecSpec.ArchInterruptDecls_H                          1.940     5.822     0.000
ExecSpec.RegisterSet_H                                 1.839     2.233     0.000
ExecSpec.ArchFault_H                                   1.548     3.730     0.000
ExecSpec.Endpoint_H                                    1.410     4.230     0.000
ExecSpec.ArchThreadDecls_H                             1.283     3.121     0.000
ExecSpec.ArchPSpace_H                                  1.106     2.408     0.000
ExecSpec.CSpace_H                                      1.082     1.465     0.000
ExecSpec.Syscall_H                                     0.804     0.813     0.000
ExecSpec.KernelInitMonad_H                             0.631     1.946     0.000
ExecSpec.API_H                                         0.453     0.455     0.000
ExecSpec.Kernel_H                                      0.347     0.353     0.000
Lib.DataMap                                            0.299     0.648     0.000
ExecSpec.PSpaceStruct_H                                0.293     0.468     0.000
ExecSpec.InterruptDecls_H                              0.292     0.589     0.000
ExecSpec.KI_Decls_H                                    0.242     0.756     0.642
ExecSpec.ThreadDecls_H                                 0.080     0.180     0.000
ExecSpec.Config_H                                      0.066     0.217     0.000
ExecSpec.RetypeDecls_H                                 0.047     0.135     0.000
ExecSpec.NotificationDecls_H                           0.047     0.274     0.000
ExecSpec.CSpaceDecls_H                                 0.045     0.270     0.000
ExecSpec.EndpointDecls_H                               0.044     0.265     0.000
ExecSpec.FaultHandlerDecls_H                           0.041     0.248     0.000
ExecSpec.Object_H                                      0.037     0.038     0.000
--------------------------------------------------------------------------------
TOTAL                                                287.291   468.230    20.910

--- Refine  (48 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
Refine.Finalise_R                                    220.628  1427.952   135.553
Refine.CNodeInv_R                                    145.046   724.197    91.713
Refine.Untyped_R                                     136.641   857.619   108.708
Refine.Invariants_H                                  124.730   184.620    13.727
Refine.CSpace_R                                      102.942   659.081    36.718
Refine.Retype_R                                       94.567   595.780    57.313
Refine.CSpace1_R                                      93.834   507.442    25.419
Refine.IpcCancel_R                                    88.505   554.556    54.581
Refine.Detype_R                                       86.830   586.647    27.970
Refine.Tcb_R                                          81.551   342.248    49.294
Refine.ADT_H                                          56.076   337.031    16.738
Refine.Ipc_R                                          46.643   305.422    10.325
Refine.TcbAcc_R                                       44.101   301.668     8.244
Refine.CSpace_I                                       40.967   181.431     5.036
Refine.VSpace_R                                       33.587   227.783     8.458
Refine.Bits_R                                         31.323    40.026     7.962
Refine.KHeap_R                                        27.564    53.174     1.712
Refine.Syscall_R                                      26.305   169.033     6.764
Refine.EmptyFail_H                                    25.414   157.811     7.102
Refine.Interrupt_R                                    25.237   160.946     8.172
Refine.PageTableDuplicates                            22.764   140.831     7.518
Refine.Refine                                         21.715   134.388     5.592
Refine.StateRelation                                  20.522    39.621     2.674
Refine.Schedule_R                                     19.971   131.006     6.305
Refine.Arch_R                                         19.274   125.688     5.001
Refine.ArchAcc_R                                      15.308    47.402     1.874
Refine.ArchMove_R                                     14.483    46.095     0.702
Refine.LevityCatch                                    13.862    21.327     0.913
Refine.SubMonad_R                                     11.840    72.497     2.190
Lib.Corres_Method                                     11.703    36.620     0.461
Refine.InterruptAcc_R                                 11.495    77.363     3.613
Lib.CorresK_Method                                    11.155    34.381     0.461
Refine.Init_R                                         10.952    70.039     1.923
Refine.Invocations_R                                   8.386    26.790     1.280
Refine.EmptyFail                                       7.972    17.575     1.018
Refine.Machine_R                                       7.939    17.306     1.018
CorresK.CorresK_Lemmas                                 5.153    13.455     0.342
Lib.Corres_Cases                                       4.608    16.904     0.241
Refine.RAB_FN                                          4.281    30.633     0.828
Lib.Heap_List                                          4.114    15.261     0.000
Refine.KernelInit_R                                    2.579    16.296     0.700
Refine.Move_R                                          2.544     9.785     0.000
Refine.Corres                                          0.903     1.699     0.000
Lib.SimpStrategy                                       0.453     1.490     0.000
Lib.AddUpdSimps                                        0.446     1.467     0.000
Refine.InvariantUpdates_H                              0.365     2.673     0.000
Refine.InitLemmas                                      0.185     1.492     0.000
Refine.IncKernelInit                                   0.046     0.369     0.000
--------------------------------------------------------------------------------
TOTAL                                               1787.509  9524.920   726.163

--- RefineOrphanage  (1 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
RefineOrphanage.Orphanage                             47.166    82.047     1.222
--------------------------------------------------------------------------------
TOTAL                                                 47.166    82.047     1.222

--- DBaseRefine  (19 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
DSpec.Intents_D                                       37.130    58.625     0.710
DSpec.Invocations_D                                   21.919    38.465     1.226
DSpec.Types_D                                         15.664    34.053     1.512
DBaseRefine.Include_D                                  4.299     4.333     0.000
DSpec.CSpace_D                                         4.021     6.651     0.000
DSpec.PageTableUnmap_D                                 2.261     2.938     0.000
DSpec.Monads_D                                         1.988     7.503     0.419
DSpec.Syscall_D                                        1.833     2.053     0.000
DSpec.Endpoint_D                                       1.476     1.616     0.000
DSpec.Decode_D                                         0.904     1.184     0.375
HOL-Combinatorics.Transposition                        0.833     2.460     0.000
DSpec.Tcb_D                                            0.646     2.165     0.000
DSpec.Interrupt_D                                      0.525     0.540     0.000
DSpec.KHeap_D                                          0.448     1.429     0.000
DSpec.PageTable_D                                      0.413     1.758     0.000
DSpec.Untyped_D                                        0.369     1.624     0.000
DSpec.CNode_D                                          0.266     1.302     0.000
DSpec.Asid_D                                           0.210     0.472     0.000
DSpec.Schedule_D                                       0.128     0.445     0.000
--------------------------------------------------------------------------------
TOTAL                                                 95.333   169.616     4.242

--- DRefine  (18 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
DRefine.StateTranslation_D                            34.597    53.833     1.356
DRefine.Finalise_DR                                   17.774   107.327     2.057
DRefine.Syscall_DR                                    14.631   107.327     2.613
DRefine.KHeap_DR                                      11.489    79.772     1.428
DRefine.Ipc_DR                                        10.453    77.618     2.132
DRefine.CNode_DR                                      10.111    74.774     1.699
DRefine.Arch_DR                                       10.019    74.212     2.160
DRefine.Tcb_DR                                         9.895    73.160     1.370
DRefine.Intent_DR                                      9.354    34.843     1.034
DRefine.Untyped_DR                                     8.889    65.847     1.805
DRefine.Interrupt_DR                                   8.107    59.794     1.833
DRefine.Schedule_DR                                    7.607    55.636     1.456
DRefine.StateTranslationProofs_DR                      6.831    16.148     0.813
DRefine.Refine_D                                       6.537    49.480     0.749
DRefine.Lemmas_D                                       2.788     6.661     0.000
DRefine.Corres_D                                       0.869     6.867     0.000
DRefine.MoreCorres                                     0.793     2.253     0.000
DRefine.MoreHOL                                        0.186     0.425     0.000
--------------------------------------------------------------------------------
TOTAL                                                170.930   945.977    22.505

--- DPolicy  (8 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
Access.ArchAccess                                     25.634    41.890     1.990
DPolicy.Dpolicy                                       20.972    54.168     1.124
Access.ArchAccess_AC                                  13.443    45.320     1.632
Access.Types                                           9.987    28.718     0.145
Access.Access                                          6.890     9.932     0.582
Access.ArchTypes                                       2.260    10.285     0.000
Access.Access_AC                                       1.994    12.545     0.388
Access.Deterministic_AC                                1.056     3.227     0.000
--------------------------------------------------------------------------------
TOTAL                                                 82.236   206.085     5.861

--- SepDSpec  (56 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
Lib.HaskellLib_H                                      12.244    46.826     1.613
Lib.Crunch_Instances_NonDet                            9.374    27.170     0.852
Sep_Algebra.Separation_Algebra                         9.142    32.939     0.645
Monads.Nondet_While_Loop_Rules_Completeness            5.760    13.978     0.000
Monads.Nondet_More_VCG                                 4.941    19.119     0.645
Lib.Monad_Lists                                        4.097    16.011     0.645
SepDSpec.AbstractSeparation_SD                         3.750    24.045     0.761
Lib.Crunch                                             3.575    16.846     0.645
Lib.Corres_UL                                          3.529    25.161     0.587
SepDSpec.Helpers_SD                                    3.453    20.513     0.938
Lib.NonDetMonadLemmaBucket                             3.307    16.562     1.209
Monads.Nondet_Total                                    3.100    12.016     0.000
SepDSpec.Lookups_D                                     2.958    11.091     0.645
SepDSpec.Separation_SD                                 2.824    21.016     0.524
Monads.Nondet_Monad_Equations                          2.613    11.632     0.645
Sep_Algebra.Sep_Select                                 2.546     5.524     0.000
Monads.Nondet_While_Loop_Rules                         2.541    12.724     0.645
Sep_Algebra.Map_Extra                                  2.326     9.254     0.000
Lib.More_Numeral_Type                                  2.272    11.757     0.645
Monads.Nondet_No_Throw                                 1.920     5.223     0.000
Monads.Nondet_Sat                                      1.877     7.220     0.000
Monads.Nondet_MonadEq_Lemmas                           1.576     6.337     0.000
Monads.WPEx                                            1.262     5.055     0.000
Lib.ExtraCorres                                        1.259     9.179     0.402
Monads.Nondet_MonadEq                                  1.161     4.257     0.000
Lib.Oblivious                                          1.111     4.046     0.000
Sep_Algebra.MonadSep                                   1.063     7.334     0.613
Lib.LemmaBucket                                        1.061     7.799     0.384
Lib.CutMon                                             0.994     3.610     0.000
Sep_Algebra.Sep_Provers                                0.917     2.698     0.852
SepTactics.Hoare_Sep_Tactics                           0.879     6.409     0.356
Lib.Injection_Handler                                  0.864     3.090     0.000
Lib.SubMonadLib                                        0.834     5.766     0.402
Sep_Algebra.Sep_Cancel_Set                             0.831     1.740     0.000
Monads.Nondet_Det                                      0.817     2.923     0.000
Sep_Algebra.Sep_Attribs                                0.812     1.757     0.000
Lib.SimpStrategy                                       0.796     2.878     0.000
SepDSpec.Sep_Tactic_Helper                             0.519     4.124     0.000
Lib.HaskellLemmaBucket                                 0.511     3.036     0.000
Sep_Algebra.Arbitrary_Comm_Monoid                      0.505     2.109     0.000
Sep_Algebra.Sep_Tactic_Helpers                         0.475     1.056     0.000
SepDSpec.Types_SD                                      0.437     3.491     0.000
Sep_Algebra.Sep_Rotate                                 0.425     0.911     0.000
Lib.Monad_Commute                                      0.313     2.463     0.000
SepDSpec.Frame_SD                                      0.252     2.029     0.000
Lib.SpecValid_R                                        0.235     1.858     0.000
Sep_Algebra.Sep_Rule_Ext                               0.218     1.749     0.000
Sep_Algebra.Sep_ImpI                                   0.163     1.306     0.000
Sep_Algebra.Sep_Cancel                                 0.157     1.254     0.000
Sep_Algebra.Sep_MP                                     0.155     1.248     0.000
Sep_Algebra.Sep_Algebra_L4v                            0.151     1.201     0.000
Sep_Algebra.Sep_Solve                                  0.150     1.200     0.000
Lib.DetWPLib                                           0.143     0.865     0.000
Sep_Algebra.Sep_Tactics                                0.114     0.923     0.000
SepDSpec.AbstractSeparationHelpers_SD                  0.106     0.857     0.000
Sep_Algebra.Sep_Fold                                   0.064     0.512     0.000
--------------------------------------------------------------------------------
TOTAL                                                109.479   473.697    14.653

--- DSpecProofs  (12 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
DSpecProofs.KHeap_DP                                  12.803    40.578     0.341
DSpecProofs.Kernel_DP                                  4.098     4.280     0.000
DSpecProofs.Invocation_DP                              2.794    21.271     0.452
DSpecProofs.Retype_DP                                  2.025    15.583     0.341
DSpecProofs.ProofHelpers_DP                            1.256     1.382     0.000
DSpecProofs.Arch_DP                                    1.055     8.368     0.000
DSpecProofs.CNode_DP                                   0.816     6.533     0.000
DSpecProofs.TCB_DP                                     0.802     6.459     0.000
DSpecProofs.RWHelper_DP                                0.707     5.657     0.000
DSpecProofs.API_DP                                     0.593     4.134     0.253
DSpecProofs.IRQ_DP                                     0.530     3.564     0.341
DSpecProofs.Sep_Tactic_Examples                        0.276     2.213     0.000
--------------------------------------------------------------------------------
TOTAL                                                 27.755   120.022     1.728

--- InfoFlow  (46 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
InfoFlow.ArchArch_IF                                  30.691   156.336     4.077
InfoFlow.ArchUserOp_IF                                27.426   156.381     5.646
InfoFlow.Example_Valid_State                          20.946   116.785     4.029
InfoFlow.ArchInfoFlow                                 20.287    91.766     2.802
InfoFlow.ArchCNode_IF                                 20.074    64.685     1.674
InfoFlow.ArchScheduler_IF                             18.560   105.713     4.173
InfoFlow.ArchIRQMasks_IF                              17.236   105.286     4.009
InfoFlow.Noninterference                              16.463    81.512     1.753
InfoFlow.ArchRetype_IF                                16.360   117.460     3.067
InfoFlow.IRQMasks_IF                                  15.111    53.411     0.802
InfoFlow.ArchNoninterference                          13.982    71.070     2.211
InfoFlow.ADT_IF                                       12.832    62.041     1.367
InfoFlow.ArchPasUpdates                               10.222    55.032     3.390
InfoFlow.ArchTcb_IF                                   10.148    66.352     3.547
InfoFlow.ArchIpc_IF                                    9.251    57.507     3.519
InfoFlow.ArchFinalCaps                                 8.903    44.664     0.883
InfoFlow.InfoFlow_Image_Toplevel                       8.455    54.438     1.123
InfoFlow.ArchDecode_IF                                 8.338    41.234     1.586
InfoFlow.Noninterference_Base_Alternatives             7.664    21.407     0.000
InfoFlow.PasUpdates                                    6.565    46.661     1.752
InfoFlow.ArchADT_IF                                    6.153    31.285     0.931
InfoFlow.FinalCaps                                     6.082    46.303     0.980
InfoFlow.Scheduler_IF                                  6.078    34.936     1.041
InfoFlow.ArchInterrupt_IF                              5.542    39.610     1.511
InfoFlow.Noninterference_Base                          5.363    22.344     0.318
Lib.EquivValid                                         5.202    21.054     0.318
InfoFlow.Syscall_IF                                    4.998    25.043     0.317
InfoFlow.PolicySystemSAC                               4.676    27.726     1.017
InfoFlow.ArchSyscall_IF                                4.562    24.220     1.032
InfoFlow.ArchInfoFlow_IF                               4.257    28.995     0.769
InfoFlow.ArchFinalise_IF                               4.231    17.005     0.416
InfoFlow.Arch_IF                                       3.439    23.274     0.262
InfoFlow.Ipc_IF                                        3.410    24.218     0.689
InfoFlow.ExampleSystemPolicyFlows                      3.341    18.532     0.818
InfoFlow.Finalise_IF                                   3.317    13.171     0.295
InfoFlow.PolicyExample                                 3.063    17.257     0.385
InfoFlow.Noninterference_Base_Refinement               2.578    13.475     0.485
InfoFlow.InfoFlow                                      1.939    10.891     0.379
InfoFlow.UserOp_IF                                     1.798    10.338     0.285
InfoFlow.InfoFlow_IF                                   1.585    11.006     0.543
InfoFlow.Tcb_IF                                        1.389     9.958     0.241
InfoFlow.CNode_IF                                      1.304     2.885     0.400
InfoFlow.Retype_IF                                     0.804     5.848     0.144
InfoFlow.Decode_IF                                     0.486     2.333     0.000
InfoFlow.Interrupt_IF                                  0.368     2.432     0.241
Lib.Distinct_Cmd                                       0.355     1.097     0.000
--------------------------------------------------------------------------------
TOTAL                                                385.834  2054.977    65.227

--- Bisim  (6 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
Bisim.Syscall_S                                       18.822    32.762     0.257
Bisim.Separation                                       3.120     9.389     0.324
ASepSpec.Syscall_SA                                    3.056     8.718     0.000
Lib.Bisim_UL                                           2.085     7.255     0.000
ASepSpec.Ipc_SA                                        0.379     0.847     0.000
ASepSpec.Decode_SA                                     0.285     0.912     0.000
--------------------------------------------------------------------------------
TOTAL                                                 27.747    59.883     0.581

--- CKernel  (61 theories) ---
theory                                                elapsed(s)     cpu(s)     gc(s)
--------------------------------------------------------------------------------
CKernel.Kernel_C                                     706.795  2088.850    61.537
ExecSpec.MachineTypes                                 10.325    29.027     1.328
Lib.Lib                                                6.685    27.787     1.402
Lib.NICTATools                                         5.885    20.315     0.000
AsmRefine.GlobalsSwap                                  4.390    24.589     0.918
Monads.WPSimp                                          4.261     9.726     0.000
Monads.Nondet_VCG                                      4.155    21.928     1.402
Monads.WP                                              3.637    12.407     0.000
Monads.Datatype_Schematic                              3.423    13.739     0.358
Lib.Value_Abbreviation                                 3.321    12.418     0.358
Eisbach_Tools.Eisbach_Methods                          2.989    12.155     0.358
Monads.Strengthen                                      2.858    11.412     0.358
Eisbach_Tools.Apply_Debug                              2.751    10.944     0.358
Monads.Nondet_Lemmas                                   2.736     8.682     0.000
Monads.Nondet_Monad                                    2.672    13.536     0.358
Monads.Nondet_Empty_Fail                               2.265     8.039     0.738
Eisbach_Tools.Rule_By_Method                           2.157     7.617     0.000
Monads.Reader_Option_Monad                             2.117    11.688     0.358
Monads.Reader_Option_VCG                               2.112     6.832     0.738
Monads.Nondet_In_Monad                                 2.087     5.689     0.000
Eisbach_Tools.Apply_Trace_Cmd                          1.797     6.373     0.000
Eisbach_Tools.Trace_Schematic_Insts                    1.547     6.349     0.000
HOL-Library.Adhoc_Overloading                          1.259     3.884     0.000
Lib.None_Top_Bot                                       1.220     4.301     0.000
Lib.Match_Abbreviation                                 1.184     4.557     0.000
ExecSpec.Platform                                      1.118     8.932     0.000
Eisbach_Tools.Subgoal_Methods                          1.034     2.996     0.000
Monads.Fun_Pred_Syntax                                 1.033     4.132     0.000
Lib.Insulin                                            0.999     2.866     0.000
AsmRefine.CommonOps                                    0.804     4.936     0.000
Lib.Requalify                                          0.799     3.146     0.000
Lib.Value_Type                                         0.790     2.221     0.000
Eisbach_Tools.Apply_Trace                              0.787     3.384     0.000
Monads.WP_Pre                                          0.734     4.234     0.358
CLib.CTranslationNICTA                                 0.629     4.977     0.000
Eisbach_Tools.Simp_No_Conditional                      0.628     1.721     0.000
Lib.Qualify                                            0.619     2.322     0.000
Eisbach_Tools.Local_Method                             0.592     1.634     0.000
HOL-Library.Monad_Syntax                               0.534     2.066     0.000
