dir,name,slot,delivery,verdict,impact,delta_pct
00-F-set_simple_ko_machine_state_,set_simple_ko_machine_state,F,wp,IMPACT-FAILED,noop,-1.4
01-F-set_simple_ko_cur_thread_,set_simple_ko_cur_thread,F,wp,IMPACT-FAILED,noop,-0.4
02-F-set_simple_ko_domain_index_,set_simple_ko_domain_index,F,wp,TRIAL-FAILED,,
03-F-set_simple_ko_domain_time_,set_simple_ko_domain_time,F,wp,IMPACT-FAILED,noop,0.88
