dir,name,slot,delivery,verdict,impact,delta_pct
00-P-shift_0x3C_set_no_len_,shift_0x3C_set_no_len,P,named,trial_passed,additive,-0.12
01-P-invoke_cnode_valid_pdpt_objs_no_invs_,invoke_cnode_valid_pdpt_objs_no_invs,P,named,trial_passed,additive,-0.65
02-P-invoke_cnode_valid_pdpt_objs_min_,invoke_cnode_valid_pdpt_objs_min,P,named,trial_passed,additive,0.31
